Author,Book Title,Chapter,Sentence
Louise_Bay,Duke of Manhattan,23,No man would ever make me feel like this again.
L_Steele,The Billionaire's Secret,9,"""I saw him first at your wedding."""
Jessica_Lemmon,The Billionaire Next Door,9,Damn.
Emma_Bray,Her Billionaire Stalker,1,I've never had a lot of stuff.
Meghan_Quinn,A Not So Meet Cute,5,Can’t handle the texture of it.” “Are you a California native?” He nods.
Meghan_Quinn,A Long Time Coming,3,Mother and Father are his parents.
L_Steele,The Billionaire's Fake Wife,46,I hadn’t noticed it earlier.
Stella_Rhys,Bad Boss,15,"Without saying a word, our connection was magnetic enough for her to take pause."
Jennifer_Probst,The Marriage Bargain,10,"Her slim hips were encircled with a silver chain belt, and a metallic stretchy top molded to her small breasts, dipping at the neckline and exposing the top of her shoulders."
Meghan_Quinn,A Long Time Coming,12,With Birdy.
Catharina_Maura,The Temporary Wife,42,The Garcia family is just as influential and vast as the Windsor family.
Tia_Louise,Make Me Yours,16,“Would you like a room?
Jessica_Clare,Beauty and the Billionaire,1,STRANDED WITH A BILLIONAIRE An InterMix Book / published by arrangement with the author PUBLISHING HISTORY InterMix eBook edition / July 2013 Copyright © 2013 by Jessica Clare.
Anne_Melody,The Tycoon's Revenge,13,She stepped out into the hallway and was unsure which direction to go.
L_Steele,The Billionaire's Christmas Bride,53,He chuckles.
Jessica_Lemmon,The Billionaire Next Door,22,"His weight, his warmth, the veil of hair shrouding them…He was so sexy it hurt."
KA_Linde,The Wright Brother,34,"“You’re up early,” Emery mumbled from the bed when I appeared once more."
Catharina_Maura,The Unwanted Marriage,45,Every single bit of harm that’s come to her has been because of me.
Laurelin_Paige,Brutal Secret,19,"“You just got so wet.” The way he says it, I think he’s about to unravel."
Lisa_Kleypas,Blue Eyed Devil,4,"Maybe I should suggest — Hardy sat beside me, reached for my foot, and unfastened the miniature buckle."
Melanie_Harlow,Call Me Crazy,7,Bianca “That’s it.
Jennifer_Probst,The Marriage Trap,2,Capisce ?” She nodded.
Annika_Martin,Breaking the Billionaire's Rules,7,Why do I still care?
Rose_Shain,Between Love and Loathing,29,It’d make things a lot easier.
Diane_Alberts,Beauty and the Boss,3,“They have to come as easy to us as breathing.” She grasped his shoulders.
Tia_Louise,Trouble,29,She didn’t sneak out again.
LT_Swan,The Casanova,17,. .
Alexa_Riley,Devotion,6,So far the windows that show off the view of the ocean are making this feel like something out of a fairy tale.
Penny_Wylder,The Billionaire’s Virgin,2,"""Let's see what you've got."""
Pippa_Grant,The Last Eligible Billionaire,36,"If not for your own children, for Hyacinth’s.” I pull my knees to my chest."
Anne_Melody,The Tycoon's Vacation,11,She gave him the courtesy of at least listening to him.
Jessica_Lemmon,The Billionaire Next Door,4,"“He lives upstairs from Oliver, and Oliver’s apartment is ritzy ,” Rachel continued explaining."
Diane_Alberts,The Prince's Bride,20,"And more than ever, I want to call you mine."
Catharina_Maura,The Temporary Wife,42,I don’t want our lives to be intertwined any further.
Max_Monroe,Tapping The Billionaire,30,"My heart pounded in my chest, erratically enough that I was a little concerned I might go into cardiac arrest."
Lisa_Kleypas,Sugar Daddy,4,The hand that rested gently on my bare hip.
Lisa_Kleypas,Sugar Daddy,1,The gray-haired nurse went to help Mama from the wheelchair.
Ann_Cole,Love Has a Name,20,You wouldn’t have expected the most popular and desirable guy in school to play the gentleman with all kinds of chivalry when it came on to sex.
LT_Swan,The Stopover,23,My knife and fork hit the plate with a clang as my eyes rise to meet hers.
Meghan_Quinn,A Long Time Coming,23,"“I was unaware.” He grabs my neck, possessively holding me and bringing me in closer."
LJ_Shen,The Monster,2,I spent the last few weeks worrying she’d set the house on fire with me in it to get insurance money or something.
Jennifer_Probst,The Marriage Trap,10,"“Don’t play games you can’t win, la mia tigrotta, ” he growled."
Annika_Martin,The Billionaire's Wake-up-call Girl,33,"I unwrap more things, and she finds more places."
Tia_Louise,Boss of Me,5,You can access it with your phone.
Kendra_Little,Bedding the Billionaire,8,"""No, I don't know what you mean."
Meghan_Quinn,A Long Time Coming,19,It’s their MO.
LT_Swan,The Takeover,19,My eyes close in pleasure.
Annika_Martin,The Billionaire's Wake-up-call Girl,38,"I finally get to him, or maybe he gets to me."
Kendra_Little,Suddenly Sexy,12,Emily had her mother's face but her eyes were just like her Aunt Maddie's—big and trusting.
Ana_Huang,Twisted Love,38,"I wasnâ€™t sure what Alex told the police but considering they hadnâ€™t arrested him for killing two people yet, I assumed heâ€™d spun a convincing tale of self-defense."
LT_Swan,The Stopover,14,"Oh hell, he’s trying to kill me."
JS_Scott,The Billionaire's Obsession_Max,13,"You don’t have to always do the sensible thing,” she teased him softly."
Alexa_Riley,Everything for Her,17,I’m really impressed with your work.” She smiles at us before turning and going back to her office.
Melanie_Harlow,Call Me Crazy,4,I had a feeling he was right.
L_Steele,The Billionaire's Secret,11,"How did he guess that ""You want to be taken and broken, until you are set free."
GT_Geissinger,Melt for You,13,“Your secretary told me you were in here.
Louise_Bay,Duke of Manhattan,21,"“And believe me, I do.” I linked my arms around his neck as he stared into my eyes, then collapsed into laughter."
Emma_Bray,Unmasking the Billionaire,1,My hands work just fine.
Ann_Cole,Mr. Mysterious In Black,15,Too unforgiving.
Max_Monroe,Banking the Billionaire,22,"“Rule number forty-seven.” Fuck, I haven’t had time to enter all of these into my phone ."
LT_Swan,The Casanova,55,“I didn’t think he would really open the gate!” he yells.
LT_Swan,The Takeover,19,"He hisses as he slides in deep, and my body shakes, still too sensitive from his tongue."
Stella_Rhys,Bad Boss,30,"I watched with wild-eyed fascination when Julian gnashed his teeth and finished inside me, his fingers digging into my body, his hard muscles slowly relaxing as he groaned my name."
Sandi_Lynn,Chase Calloway,13,“Make any progress yet?” “No.
Anne_Melody,The Tycoon's Vacation,6,"“What’s going on, Drew?"
LT_Swan,The Stopover,14,I can’t run and talk at the same time.
Sarina_Bowen,Brooklynaire,2,“In a few days I’ll probably feel great .” “I hope so.
LJ_Shen,The Hunter,19,My nights were spent as follows: Come back home.
Kendra_Little,Billionaire Bad Boy,4,"His hair hadn't suffered at all by being under the
helmet—strands of it flopped across his forehead, messy, sexy."
Ana_Huang,Twisted Love,37,Weâ€™re all cut from the same dark cloth.
Jessica_Clare,The Wrong Billionaire's Bed,7,"He drove his fingers into her over and over, fucking her with his hand, watching her responses."
Tia_Louise,Trouble,14,"He’s freezing me out again, but I did what I needed to do to feel better about what happened."
GT_Geissinger,Melt for You,15,"If I’m starring in a play about a Kabuki warrior.” Eventually, Blessica carted Mrs. Dinwiddle off to bed, and I fell asleep in my blue dress, still in all my makeup."
Melanie_Harlow,Call Me Crazy,18,“She’s just a good actress.” My mom parked her hands on her hips.
Sandi_Lynn,Jamieson Finn,14,"Is he okay?” “He’ll
be fine.” She smiled."
Max_Monroe,Scoring the Billionaire,19,Wes’s smile was both condescending and comforting.
Max_Monroe,Scoring the Billionaire,25,But Wes and I had both put my daughter in a position where she expected everything from him.
Jessica_Lemmon,The Billionaire Next Door,10,"A fact she could hide from a normal guy, but Tag?"
Sandi_Lynn,Carter Grayson,12,"I sighed as I grabbed hold of his arm
and helped him stand."
Kendra_Little,Suddenly Sexy,5,"""Pete seems to have turned out all right,"" he said."
Jennifer_Probst,The Marriage Trap,4,She placed her fingers over Michael’s lips to shush him.
Jessica_Clare,The Wrong Billionaire's Bed,5,He’s smart and successful without compromising his integrity.
Meghan_Quinn,A Not So Meet Cute,7,“Stay in the car so I can get the goddamn door for you.” Oh.
Sarina_Bowen,Brooklynaire,11,"And when Lauren spots me, her eyes light up with surprise."
Ann_Cole,Love Has a Name,18,"“I want to give you your pound of flesh in a more physical way.” Lovello’s eyes darkened and his lids lowered, but he remained obdurate."
Jessica_Lemmon,The Bastard Billionaire,6,"Since the sun was shining, Eli’s lair was welcome instead of foreboding."
JS_Scott,The Billionaire’s Obsession _Sam,6,"He needed to hold her right now, had to have her softness in his arms."
Annika_Martin,The Billionaire's Wake-up-call Girl,28,An animal in heat will fuck anything.
Sarina_Bowen,Hard Hitter,6,“Your couch could seat a family of six.
Annika_Martin,The Billionaire's Wake-up-call Girl,5,"“She tries, but she’s…” She shakes her head sadly."
Sandi_Lynn,Jamieson Finn,1,"“Does
it matter?"
GT_Geissinger,Melt for You,1,"They lounge on the sofa and sit cross-legged on the floor around the coffee table, where a blonde woman with stupendously large naked breasts is dealing cards."
JS_Scott,The Billionaire's Obsession_Max,10,I can testify to that because I saw the way he messed her up.” Travis’ voice was heated.
Sandi_Lynn,Chase Calloway,2,I’ll see you later.” I began to walk out of his office.
Meghan_Quinn,A Not So Meet Cute,7,"“I’m standing here in a dress you want me to wear, and some man is going to come here and move my boxes to your house, at your request."
Tia_Louise,Trouble,30,Courtney should have been here two hours ago.
Melanie_Harlow,Irresistible,31,“I didn’t even need these!” I shook my head in disbelief.
Kendra_Little,Bedding the Billionaire,13,Twenty percent was way too much.
LJ_Shen,The Villain,6,A sure divorce from Paxton.
Sandi_Lynn,Jamieson Finn,44,"I
stepped between them and placed my hand on Jamieson’s chest."
Katy_Evans,Boss,18,"“Kit,” I moan, arching to get closer."
Ana_Huang,Twisted Love,38,That wouldâ€™ve only made things worse.
Laurelin_Paige,Brutal Billionaire,3,“I stayed out too late.
Laurelin_Paige,Brutal Billionaire,4,“Damsel in distress.
Ann_Cole,Mr. Mysterious In Black,3,"Oh God, the man just wouldn’t give up."
LT_Swan,The Takeover,4,Back.
Sam_Crescent,Billionaire Hero,3,You gave up.
Lisa_Kleypas,Sugar Daddy,4,My head was a merry-go-round.
KA_Linde,The Wright Mistake,27,"A pit opened in the pavement, and I fell into it."
Ann_Cole,Mr. Mysterious In Black,23,"We cried ourselves into a tangled heap, curled up on Natalio’s huge, dark rug like a twin fetus."
Kendra_Little,Billionaire Bad Boy,4,"Zack lay on his
side, propped up on his right elbow, his long legs stretched out."
Louise_Bay,Park Avenue Prince,19,"“So far, so good,” Harper said."
Stella_Rhys,Sweet Spot,19,"With our little whirlwind romance, I was getting a taste of dating again, my bar was being set nice and high, but I wasn’t getting locked into another relationship."
Rose_Shain,Reverie,6,I love this!
Catharina_Maura,The Unwanted Marriage,68,"The one around your neck was my mother’s.” She lifts it to look at it, pure awe in her gaze."
Ana_Huang,Twisted Lies,10,I know how expensive it must’ve been.
Lisa_Kleypas,Blue Eyed Devil,1,"If anything, the household had revolved around my mother's needs and wants, while my father showed up every now and then to appease her."
Anne_Melody,The Tycoon's Revenge,9,She couldn’t even figure out who he was.
Lisa_Kleypas,Smooth Talking Stranger,9,"""You do?"""
Jessica_Clare,Beauty and the Billionaire,10,Daphne’s not . . .
Sara_Cate,Eyes on Me,13,"“Do you like that, baby?"
Sarina_Bowen,Hard Hitter,10,All the pent-up stress of the last few hours was like dry tinder for the sudden spark of Patrick’s kiss.
Alexa_Riley,His Alone,41,My eyes scan the items and stop when I see it.
L_Steele,The Billionaire's Fake Wife,23,"I shoot her a glance, ""Not funny."""
Jessica_Clare,Beauty and the Billionaire,16,“I was approached because the venue that the charity ball had originally been scheduled for cancelled on them.
Alexa_Riley,Everything for Her,12,She quickly schools her features into a polite smile.
LT_Swan,The Stopover,15,His eye-rolling infuriates me.
Meghan_Quinn,A Not So Meet Cute,9,“I could say dildos if that makes you feel more comfortable.
L_Steele,The Billionaire's Christmas Bride,20,As for the power cut?
Kendra_Little,Suddenly Sexy,11,"When Maddie didn't say anything, Linda added, ""At least talk to her."""
Laurelin_Paige,Brutal Secret,29,I’m officially a porn star.
Louise_Bay,Park Avenue Prince,21,It felt like it took hours to get to her.
Sara_Cate,Praise,31,"I want you to let me worship you and…” His voice trails, and my heart hammers in my chest while I wait for him to continue."
Jessica_Clare,Stranded with a Billionaire,6,The laughing man who looked as if he were enjoying her confusion way too much.
Kendra_Little,Bedding the Billionaire,2,"He strode to the small table beside the bed and opened
the top drawer."
Jessica_Clare,The Wrong Billionaire's Bed,13,Like he was there to take care of her.
Sam_Crescent,Billionaire Hero,9,Elijah and the men don’t walk in our circle.” “But they might.
Jessica_Clare,Stranded with a Billionaire,10,"These were his friends, after all."
Jessica_Lemmon,The Billionaire Next Door,5,“What is it?
Sara_Cate,Praise,39,"“And I don’t know if I can really see you guys together, at least not for a while."
Meghan_Quinn,A Not So Meet Cute,6,"Just from the way her brow draws together, I know she’s thinking about it, considering telling me."
Lisa_Kleypas,Sugar Daddy,2,"""No."""
Ana_Huang,King of Wrath,16,Buffy and the committee worked fast.
Tia_Louise,Trouble,3,“Where’s my mom?” Sadness pinches my chest when I remember the last time I saw her.
Max_Monroe,Scoring the Billionaire,38,"At least, I thought we were in an elevator, but hell, who knew at that point."
LT_Swan,The Casanova,36,"“Wine?” “Tequila.” He chuckles, clearly amused."
Alexa_Riley,Everything for Her,15,"Hope you’re having a good day, baby."
LT_Swan,The Stopover,18,"“Get in, Miles.” I smile and wiggle my eyebrows."
GT_Geissinger,Melt for You,27,Those earlobes!
Catharina_Maura,The Unwanted Marriage,42,"“I couldn’t wear anything underneath without the lines showing through my gown,” I rush to tell him, desperate to reassure him."
Ana_Huang,Twisted Love,41,"Razor blades pierced my chest at the memory of his voice, his eyes, his touchâ€¦but I was still here."
LT_Swan,The Casanova,12,"Lesson number one, don’t play with a player."
KA_Linde,The Wright Boss,10,"“I guess I’m just not qualified,” I lied."
Rose_Shain,Between Love and Loathing,18,I took my meds and vitamins and tried my best to avoid unhealthy foods.
GT_Geissinger,Ache for You,28,“Okay.
LJ_Shen,The Hunter,22,"The sky was wooly, heavy with gray clouds."
Jennifer_Probst,The Marriage Bargain,11,A tight circle of conservative businessmen surrounded a man impeccably dressed in a gray suit and silk tie.
Tia_Louise,Trouble,15,The Grand Ballroom is transformed.
Leslie_North,The Billionaire's Ex-Wife,3,"But maybe don't tell the person moderating the class that you intend to enjoy it,"" Trinity mentioned."
Ann_Cole,I Choose You,2,"Hard.” Jahleel snorted, and knowing exactly what he was going to say in reply, I made a beeline for the exit."
Sara_Cate,Highest Bidder,43,Her hair has gotten longer.
Jessica_Clare,Beauty and the Billionaire,12,Perhaps it meant nothing to her.
GT_Geissinger,Melt for You,1,"The music doesn’t lower, but after a moment, heavy footsteps approach."
Stella_Rhys,Bad Boss,18,"“Colin,” I answered as I pulled Sara in front of me, running my hand slowly up and down her hips."
KA_Linde,The Wright Mistake,16,Her eyes expanded in surprise.
Katy_Evans,Tycoon,18,Not one bit.
Max_Monroe,Tapping The Billionaire,29,"I literally hadn’t even set foot inside of the door to their house yet, and a full-length daytime drama was rounding its way into the second arc of the storyline."
Lisa_Kleypas,Smooth Talking Stranger,10,"""Thanks."""
Rose_Shain,Reverie,14,“You work for me now.
L_Steele,The Billionaire's Secret,46,The sound of a light knock at the door has me wiping my tears.
Sam_Crescent,Billionaire Hero,8,"Chapter Nine Three weeks later Mandy stared out
over the ocean, feeling with every passing day a need to leave."
Louise_Bay,Park Avenue Prince,5,I didn’t need much.
L_Steele,The Billionaire's Christmas Bride,41,Go figure.
Rose_Shain,Between Commitment and Betrayal,34,"“Don’t let anyone talk to Everly while I dance with my niece, huh?” Then he said he’d be right back and spun away from me, that little girl squealing as her uncle danced her around in circles and threw her in the air for everyone to see."
Stella_Rhys,Dirty Deeds,3,"Part of me wanted to whip out my phone, take a picture and send it right to her, but I found myself quickly distracted by those insane rib muscles."
LT_Swan,The Takeover,28,“I already said hello.
LJ_Shen,The Villain,18,"He broke the kiss, his forehead dropping to mine."
Leslie_North,The Billionaire's Ex-Wife,2,"""Our H.R."
Kendra_Little,Billionaire Bad Boy,19,"Her moans grew louder, and her body began to rock
to the rhythm set by Damien's tongue."
KA_Linde,The Wright Boss,4,“Right.” His buddies patted him on the back and nudged his shoulder as they passed.
Ann_Cole,Mr. Mysterious In Black,6,"Especially a distant country like Japan…Well, there’s ample time to come about ideas of maneuvering the business from here."
Lisa_Kleypas,Smooth Talking Stranger,21,"""That's for crazy people,"" came her disdainful reply."
Ana_Huang,King of Wrath,44,"“You didn’t treat me like a daughter,” I said."
Sara_Cate,Eyes on Me,29,And it spurs on my own.
Meghan_Quinn,So Not Meant To Be,22,"If he asks what the fuck you’re doing, just say, ‘oh . . ."
Tia_Louise,Make Me Yours,38,"Lillie goes to sit on her grandmother’s lap, and Ruby and I take hands, reciting the words that will bond us together."
KA_Linde,The Wright Brother,28,"We laughed like we were back in school together, when the world was a lot easier to deal with."
Max_Monroe,Banking the Billionaire,43,Cassie: (She literally just shouted that into my ear as she was texting it to you.)
Jessica_Lemmon,The Billionaire Next Door,9,"With Tag, there was a safety net built in because he struck her as a guy who often tossed women aside."
LT_Swan,The Casanova,39,"It’s your heart that you have to live with, follow it."
GT_Geissinger,Ache for You,28,“It’s just time for me to make a clean start.” “Did you tell Jenner that?
Jennifer_Probst,The Marriage Trap,10,Didn’t she tell you?” Michael glanced back and forth between his mother and the priest.
Rose_Shain,Between Commitment and Betrayal,21,I’m seeing other people too.
Lisa_Kleypas,Blue Eyed Devil,4,But I wasn't listening to myself.
Jessica_Clare,Beauty and the Billionaire,8,“I might have had a slight ulterior motive.
LJ_Shen,The Hunter,26,I gave Royal Pipelines my best years and didn’t even get a raise.
Rose_Shain,Reverie,24,Living with the secret of having had cancer was lonely.
Sam_Crescent,Billionaire Beast,7,"He moaned, wrapping his arms around her and drawing
her closer."
Catharina_Maura,The Temporary Wife,71,"No matter the trials we might face, I’ll be right by your side, enjoying every step of the journey we walk together."
Sam_Crescent,Billionaire Beast,3,"“Go ahead, tell her, Jay.” Silence fell on the room, and he waited."
Ann_Cole,I Choose You,3,So your observations are correct.
Jessica_Lemmon,The Billionaire Bachelor,17,"I’ll talk.” Reese said, his voice raised again."
L_Steele,The Billionaire's Fake Wife,42,"""You’re unique, exotic, one-of-a-kind, my Summer."
Laurelin_Paige,Brutal Secret,25,Seriously.
Ann_Cole,Mr. Mysterious In Black,7,"“You keep saying you’re okay, when I know you’re not."
Laurelin_Paige,Brutal Secret,25,"Whatever you think about him, he’s not that.” “I don’t really think…” She shakes her head."
Katy_Evans,Boss,17,"His hands grip my ass hard, guiding me as I move against him."
Pippa_Grant,Crazy for Loving You,44,I want to deserve to have you love me back.
Melanie_Harlow,Call Me Crazy,3,Know what I mean?” “I guess.” “But that’s all ancient history.
Ann_Cole,Love Has a Name,14,"Slithering like a snake at the intense pleasure he was giving me, my arms flailed about, knocking the crockery off the table and sending it crashing to the floor."
KA_Linde,The Wright Boss,5,"“I see,” she said."
Sarina_Bowen,Pipe Dreams,13,Too many hours had been spent trying to remember how this felt.
Jessica_Clare,Beauty and the Billionaire,9,"Don’t tell me otherwise.” “Okay.” “Since I have you on the phone, I did have a chat with Preston.” Kat paused for dramatic effect."
Catharina_Maura,The Wrong Bride,8,“Should I find someone else’s lap to sit in?
Jessica_Lemmon,The Billionaire Next Door,29,She was bold and clearly had enough forearm strength to pull the stick out of Reese’s ass.
Sarina_Bowen,Brooklynaire,16,You’re the one whose honey just scored.
Sam_Crescent,Billionaire Hero,15,Bain dropped his duffel bag on the slab kitchen table and unzipped it.
Sara_Cate,Praise,4,"On top of everything Garrett just mentioned, my son has not returned my phone calls in four months."
LT_Swan,The Takeover,5,I turn back to her.
Laurelin_Paige,Brutal Billionaire,3,"“Whatever you say, sweet girl.” His gaze slides across the pool landing briefly on a particularly buxom redhead before continuing to a group of men we spoke to earlier."
Annika_Martin,Breaking the Billionaire's Rules,9,"“I’m doing it.” “You should.” “You don’t mind?” “Of course not,” I say, feeling happy that I could help pretty Sienna."
Louise_Bay,Park Avenue Prince,6,"“Not too much, Princess, I need you lucid.” “For the fucking?” I asked, the alcohol making me brave."
JS_Scott,The Billionaire's Obsession_Simon,28,"“I thought you wanted to satisfy all my cravings,” she whispered to him softly."
L_Steele,The Billionaire's Christmas Bride,62,"She shakes her head, moves toward me, only her fiancé pulls her back."
Max_Monroe,Banking the Billionaire,23,"A smile had become pretty much permanently affixed to my face after the weekend we’d had, and like always, her complaining only made me more cheerful."
Melanie_Harlow,Irresistible,22,* * * I didn’t talk to Frannie again until Monday night.
L_Steele,The Billionaire's Secret,19,"""I’ll have to take you up on your challenge one of these days, knowing fully well that you won’t be able to win."""
Jessica_Lemmon,The Billionaire Next Door,21,“Got it.” “Knock ’em dead.” She sipped her coffee and hummed in the back of her throat.
Lisa_Kleypas,Sugar Daddy,2,"""She won't fall asleep."
Max_Monroe,Banking the Billionaire,38,"I do one thing that pisses you off, and all of a sudden you need space away from me?” I screamed."
Annika_Martin,Most Eligible Billionaire,15,"A lot of women lick their lips at me—the long gaze, the lick of the lips, they have their place."
Pippa_Grant,Crazy for Loving You,24,Secretly a serial killer.
Ann_Cole,I Choose You,6,"You almost messed it up.” I hadn’t seen Trevillo since our last encounter at Skylark a week ago, and I’d thought for sure he was no longer interested, so I’d called it a loss."
Pippa_Grant,Mister McHottie,20,"Not the breathy, let’s fight and fuck wobble."
Jessica_Clare,The Wrong Billionaire's Bed,5,"And incredibly, incredibly aroused."
Leslie_North,The Billionaire's Sexy Rival,3,Poppy took another dismissive bite of her muffin.
GT_Geissinger,Ache for You,18,In San Francisco.
JS_Scott,The Billionaire's Obsession_Simon,26,Or maybe an SUV.
Emma_Bray,Stalked by the Billionaire,2,Every day like clockwork I watch her.
L_Steele,The Billionaire's Fake Wife,45,"""You’re not getting any sympathy from me."""
Pippa_Grant,The Last Eligible Billionaire,32,Why?” “Because I don’t want you to be related to a movie star that I had a massive crush on for half of my life.
Laurelin_Paige,Brutal Secret,7,"Decided you weren’t worth the trouble, but here you are."
KA_Linde,The Wright Mistake,8,It didn’t hate.
LJ_Shen,The Monster,15,"Out of all of our friends, Belle and I were the most unlikely pair and also the closest."
Melanie_Harlow,Call Me Crazy,13,"Then I couldn’t talk anymore, because he was moving inside me too hard and too fast, raveling me up into that tight, high spiral, taking me to the brink where pain and pleasure were nearly indistinguishable, and all I wanted was more."
JS_Scott,The Billionaire’s Obsession _Sam,2,So many years had come and gone since that heart-shattering event with Sam.
Kendra_Little,Billionaire Bad Boy,18,"Zack didn't move but his eyes, barely visible beneath
the dark glasses, roamed across her towel-clad body."
Leslie_North,The Billionaire's Ex-Wife,9,I only ever wanted to emulate your example .
Pippa_Grant,The Last Eligible Billionaire,20,"But two women appear behind her, and there goes that glow."
Pippa_Grant,Mister McHottie,4,He’s moved on.
Meghan_Quinn,A Not So Meet Cute,5,"I’m not romantically involved with anyone.” I motion to my body and say in the voice of the old lady from Titanic , “It’s been eighty-four years since these breasts have been touched.” He smirks and nods."
Sara_Cate,Highest Bidder,27,"I’d never let anyone hurt you.” He presses my sweat-soaked hair back from my forehead, and I can’t help but ask, “That wouldn’t bother you?"
Rose_Shain,Reverie,29,"So, come home with me.” “I have work to do.” “So do I."
Lisa_Kleypas,Sugar Daddy,2,"You're likely to see strip clubs and triple-X stores cozying up to circumspect office buildings and condos, and shade-tree mechanics and shotgun houses sidled against concrete plazas studded with glass skyscrapers."
Meghan_Quinn,So Not Meant To Be,19,Find the nearest bar?
JS_Scott,The Billionaire's Obsession_Simon,22,"“Well, then you were successful.” She ran her hand down his chest, tracing his scars, wondering why a man as wonderful as this one had suffered such pain."
LT_Swan,The Stopover,2,"“Hello, Emily, my name is Frances, and I am one of the floor managers.” She steps over to me and shakes my hand."
Jessica_Clare,Beauty and the Billionaire,1,"No part of this book may be reproduced, scanned, or distributed in any printed or electronic form without permission."
LT_Swan,The Stopover,5,He turns and walks out of the office and closes the door behind him.
Diane_Alberts,An Accidental Date with a Billionaire,6,"He had no idea, but damn it, he wanted to find out."
Melanie_Harlow,Irresistible,32,"Life wasn’t easy, but it was beautiful."
Emma_Bray,Her Billionaire Stalker,6,"Her eyes go wide, and she looks all around her before her gaze turns angry."
Sam_Crescent,Billionaire Beast,4,"It was years
ago.” “It doesn’t change the fact she was still taken.”
Lewis took a sip of his soda."
JS_Scott,The Billionaire’s Obsession _Sam,17,“Don’t be scared.
Catharina_Maura,The Temporary Wife,40,"“It would be so hard to pass down years’ worth of knowledge, but I have the perfect candidate in mind.” I raise my brow in surprise."
Louise_Bay,Park Avenue Prince,12,“I can’t think of anything I’d rather do.” The faint hint of a blush bloomed across his cheeks as I slid my hand into his.
Sam_Crescent,Billionaire Hero,10,"It’s not even possible for me to get angry with you.” He tucked
some of her hair behind her ear."
GT_Geissinger,Melt for You,13,“What are you doing?” “Pacing.” He’s pacing.
Kendra_Little,Billionaire Bad Boy,5,"""That's the way I like it."""
Annika_Martin,Most Eligible Billionaire,21,The two of them and Brett and I frequently tag team on each other’s issues at fundraisers.
L_Steele,The Billionaire's Christmas Bride,26,Because I can?
LJ_Shen,The Villain,18,Cillian and I fell into a routine after that night.
Laurelin_Paige,Brutal Secret,27,I’m impressed.
Laurelin_Paige,Brutal Secret,24,Giving him a clear boundary.
Max_Monroe,Scoring the Billionaire,29,But his eyes weren’t on her; they were locked on me.
Diane_Alberts,An Accidental Date with a Billionaire,13,"This time, she full-on laughed at him."
Kendra_Little,Bedding the Billionaire,11,"""Screw him,""
she'd said."
Ann_Cole,I Choose You,3,Words were still out of my reach.
Pippa_Grant,The Last Eligible Billionaire,36,"I’m sad.” “Hayes was never the same after Trixie and Brock,” Giovanna says quietly."
LT_Swan,The Stopover,17,"Jameson and his father fall into conversation, and I sit quietly."
LT_Swan,The Takeover,17,"Not that I wanted to, but anyway, it’s the principle of the situation."
Pippa_Grant,The Last Eligible Billionaire,30,But I recognize the name.
Katy_Evans,Mogul,2,"I set aside the laptop when my neighbors start screaming at their video game again, and I groan and cover my head with my pillow, deciding noise-canceling earphones will be the first thing I buy when I have extra money."
L_Steele,The Billionaire's Christmas Bride,23,"Love him and hate him… Throw myself at his feet and beg him to put an end to this growing, yearning, emptiness inside."
L_Steele,The Billionaire's Fake Wife,16,"""We’re too bloody combustible together,"" I whisper my knuckles over her delectable jawline, ""and therein lies the problem."""
Sarina_Bowen,Brooklynaire,15,You told me that I was supposed to focus on my recovery.
Leslie_North,The Billionaire's Ex-Wife,11,Sam couldn't resist pulling her into his arms.
Sara_Cate,Praise,4,There are plenty of girls willing to do whatever you want.” “Maybe next week.
Ana_Huang,Twisted Love,40,Motherfucking.
Rose_Shain,Reverie,42,I should have been happy as hell that Jay had found one of the other cheerleaders and was cozying up next to her by the fire.
Catharina_Maura,The Temporary Wife,14,"I’ve worked for Windsor Finance since I was twenty, and I have no other work experience whatsoever."
L_Steele,The Billionaire's Secret,13,This is not the right time to bring a baby into this world.
Catharina_Maura,The Temporary Wife,27,"“No,” I tell her."
Jessica_Lemmon,The Bastard Billionaire,5,Who was this gorgeous creature?
Ann_Cole,Love Has a Name,18,Or did he?
Lisa_Kleypas,Blue Eyed Devil,4,.
KA_Linde,The Wright Mistake,31,“Are you sure you don’t want me to stay?” “No concussion.
Leslie_North,The Billionaires Pregnant Fling,13,I know that much.
Ann_Cole,Mr. Mysterious In Black,8,"I’ll start thinking about it tonight,” I smiled sweetly."
Stella_Rhys,Dirty Deeds,17,"Please.” She protested with an indignant squeak but apparently obliged because before I knew it, Drew was being ripped away from me laughing."
Stella_Rhys,Sweet Spot,13,“Ooh.
Jessica_Lemmon,The Billionaire Next Door,29,She lasted half that.
LJ_Shen,The Villain,31,He mustn’t have heard because he seemed to let the remark brush him by.
Rose_Shain,Between Love and Loathing,13,But it couldn’t.
L_Steele,The Billionaire's Fake Wife,28,Rolled tobacco leaf columns nestle in the humidor.
LT_Swan,The Casanova,23,I sit in the cafeteria and the world is a blur.
Melanie_Harlow,Tease,18,"“Hutton says he’s not wired for love, because of his anxiety."
Jennifer_Probst,The Marriage Arrangement,3,Every night the King calls for me and listens as I spin tales.
Pippa_Grant,Crazy for Loving You,38,"Then the dark-haired, familiar dude whose chin seems to be sparkling."
Meghan_Quinn,A Long Time Coming,4,Want me to call Lottie over so you have another girl’s opinion?” I’m about to say no when I give it a second thought.
GT_Geissinger,Burn for You,33,. .
