book_id,entropy,effective_topics,hhi,richness_1e3,thematic_mass,rating_tier,other_share,paratext_share,noise_share,unmapped_share,modeled_mass
55817097,5.486230583026196,241.34575732625947,0.005250831306093419,265,0.6393361127713999,trash,0.34403391518667337,0.0015848542189247248,0.0011725670436577504,0.0016289891828979118,0.6393361127713999
55849103,5.468774720485956,237.16941582946322,0.005329425243977346,263,0.6274313073765192,middle,0.33896748704326796,0.0008686723689833582,0.0002968402673005865,4.352325262576549e-05,0.6274313073765192
56916467,5.387743894468846,218.7093970380041,0.006789815218378873,260,0.6592566339731617,top,0.3259326040837679,0.0009299599905625167,0.0004958994109783737,4.307645804974901e-05,0.6592566339731617
57200226,5.467226868107691,236.80259654940423,0.005738354227244663,280,0.6404964006555226,top,0.33808695284455803,0.0008376307375528439,0.00039609136368634135,0.00019422855251712072,0.6404964006555226
57216633,5.454936207904096,233.909948987621,0.005769102437902374,266,0.6247359295682775,top,0.3412728631049664,0.0013940221642267986,0.0008595923090417286,3.5491845496600354e-05,0.6247359295682775
58013278,5.288408923701798,198.02809680876126,0.0069963819686040315,223,0.6850033979397657,trash,0.3027131144818572,0.00046494080207416994,0.0002532494026311933,3.828347953751629e-05,0.6850033979397657
58995736,5.473467822329657,238.2850919953486,0.005446440809154884,268,0.6278932139371923,middle,0.316952484535136,0.001059121618658516,0.00044987522395595976,6.0054928581028826e-05,0.6278932139371923
60217302,5.420512972253715,225.99502194862907,0.006483834214370869,267,0.63709227984971,top,0.3431469373685938,0.0009873072337880946,0.0005674423334960118,0.0001276381199388238,0.63709227984971
60416566,5.379365361541645,216.88458843799287,0.006197303934576606,249,0.640870401697593,top,0.30895196258677193,0.013901702374359174,0.0005210030327020538,3.509175625176189e-05,0.640870401697593
60576722,5.442375287618448,230.99020051718998,0.005757779373643875,263,0.650090293468075,top,0.33502184535868773,0.0007295801579982472,0.0003127155155949907,0.00020843298651636473,0.650090293468075
60686882,5.375196358601866,215.9822781252652,0.008271105472824752,264,0.6428651394739725,top,0.34005351987830235,0.002318544623492142,0.00048606825121857625,3.857380812157203e-05,0.6428651394739725
