book_id,rating_tier,taxonomy_main_group,abs_share,cond_share,modeled_mass,other_share,paratext_share,noise_share,unmapped_share,n_topics_in_group
8686068,top,Relationship Trajectory (Main Couple),0.22584522312173233,0.33292562811471504,0.6783653886924969,0.31108320058512906,0.0004419879076513178,0.00024502758593496936,3.861219230663561e-05,134
8686068,top,"Sexuality, Attraction & Intimacy",0.16654497884230993,0.24550925153082181,0.6783653886924969,0.31108320058512906,0.0004419879076513178,0.00024502758593496936,3.861219230663561e-05,48
8686068,top,Social World Outside Couple,0.0448935019355808,0.06617893937971979,0.6783653886924969,0.31108320058512906,0.0004419879076513178,0.00024502758593496936,3.861219230663561e-05,29
8686068,top,"Spaces, Time, Activities & Objects",0.058414812728660004,0.08611113376708471,0.6783653886924969,0.31108320058512906,0.0004419879076513178,0.00024502758593496936,3.861219230663561e-05,22
8686068,top,"Work, Wealth, Status & Institutions",0.03648588813567466,0.05378500840969898,0.6783653886924969,0.31108320058512906,0.0004419879076513178,0.00024502758593496936,3.861219230663561e-05,19
11266880,middle,"Conflict, Risk & Harm",0.034101980110080504,0.05160918825809014,0.6607734254517121,0.3251779489719767,0.0009957759595265977,0.0006553657171137868,0.00016459821219141324,8
11266880,middle,Embodied & Sensory Experience,0.014928367623787025,0.022592263927051583,0.6607734254517121,0.3251779489719767,0.0009957759595265977,0.0006553657171137868,0.00016459821219141324,4
11266880,middle,"Emotions, Cognition & Inner Life",0.14203174051949932,0.21494771891349115,0.6607734254517121,0.3251779489719767,0.0009957759595265977,0.0006553657171137868,0.00016459821219141324,54
11266880,middle,Relationship Trajectory (Main Couple),0.22431966770067663,0.3394804619258548,0.6607734254517121,0.3251779489719767,0.0009957759595265977,0.0006553657171137868,0.00016459821219141324,134
11266880,middle,"Sexuality, Attraction & Intimacy",0.1222883331081969,0.18506847944830593,0.6607734254517121,0.3251779489719767,0.0009957759595265977,0.0006553657171137868,0.00016459821219141324,48
11266880,middle,Social World Outside Couple,0.037602644289066865,0.05690701659704501,0.6607734254517121,0.3251779489719767,0.0009957759595265977,0.0006553657171137868,0.00016459821219141324,29
